objectid;cod_ibge;cod_ses;cod_regiao_uf;macrorregiao_saude;regiao_saude;nome_regiao_saude;crs;municipio;cod_cnes;nome_da_unidade;telefone;nome_razao_social;cod_tipo_un;ds_tipo_un;ds_natureza;tp_gestao;latitude;longitude;equipamento;complemento;cep;endereco;adulto_leito_uti;status
2805;4315750;431575;462;Metropolitana;6;REGIÃO 06 - VALE DO PARANHANA E COSTA SERRA;01ª CRS;Riozinho;2227703;HOSPITAL NOSSA SENHORA DO ROSARIO DE RIOZINHO;;ASSOCIACAO FILHAS DE SAO CAMILO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.640637;-50.458461;Hospital; ;95695-000;AV GUERINO PANDOLFO, 460 - CENTRO;;ATIVO
2816;4318002;431800;467;Missioneira;11;REGIÃO 11 - SETE POVOS DAS MISSÕES;12ª CRS;São Borja;2248298;HOSPITAL IVAN GOULART;;FUNDACAO IVAN GOULART;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-28.658212;-55.998031;Hospital; ;97670-000;RUA PRESIDENTE VARGAS, 1440 - CENTRO;9.0;ATIVO
2824;4307807;430780;486;Vales;30;REGIÃO 30 - VALE DA LUZ;16ª CRS;Estrela;2252260;HOSPITAL ESTRELA;;ASSOCIACAO FRANCISCANA DE ASSISTENCIA A SAUDE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.505712;-51.965853;Hospital;CX POSTAL 145;95880-000;RUA GERALDO PEREIRA, 405 - CENTRO;10.0;ATIVO
2872;4313409;431340;463;Metropolitana;7;REGIÃO 07 - VALE DOS SINOS;01ª CRS;Novo Hamburgo;7895240;PRISMA CLINICA DE OLHOS NOVO HAMBURGO;;INSTITUTO DE OFTALMOLOGIA IGREJINHA LTDA;62;HOSPITAL/DIA - ISOLADO;ENTIDADES EMPRESARIAIS;MUNICIPAL;-29.7042843;-51.135483;Hospital;;93334-155;AVENIDA NACOES UNIDAS, 4085 - IDEAL;;ATIVO
2876;4318101;431810;458;Centro-Oeste;2;REGIÃO 02 - ENTRE RIOS;04ª CRS;São Francisco de Assis;2244330;HOSPITAL SANTO ANTONIO SAO FRANCISCO DE ASSIS;;HOSPITAL SANTO ANTONIO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.557502;-55.126677;Hospital; ;97610-000;RUA 13 DE JANEIRO, 1424 - CENTRO;;ATIVO
2881;4312054;431205;485;Vales;29;REGIÃO 29 - VALES E MONTANHAS;16ª CRS;Marques de Souza;2252007;HOSPITAL MARQUES DE SOUZA;;ASSOCIACAO HOSPITALAR MARQUES DE SOUZA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.32717;-52.092644;Hospital; ;95923-000;RUA 10 DE NOVEMBRO, 806 - CENTRO;;ATIVO
2883;4306403;430640;463;Metropolitana;7;REGIÃO 07 - VALE DOS SINOS;01ª CRS;Dois Irmãos;6844138;HOSPITAL SAO JOSE DE DOIS IRMAOS IBSAUDE;;INSTITUTO DE SAUDE E EDUCACAO VIDA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.588514;-51.087932;Hospital; ;93950-000;AV SAO MIGUEL, 482 - CENTRO;;ATIVO
2895;4309506;430950;467;Missioneira;11;REGIÃO 11 - SETE POVOS DAS MISSÕES;12ª CRS;Guarani das Missões;2259931;HOSPITAL SANTA TERESA GUARANI DAS MISSOES;;ASSOCIACAO HOSPITALAR SANTA TERESA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-28.148176;-54.560442;Hospital; ;97950-000;RUA COMANDAI, 889 - CENTRO;;ATIVO
2908;4322301;432230;470;Missioneira;14;REGIÃO 14 - FRONTEIRA NOROESTE;14ª CRS;Tuparendi;5729297;CAMS;;CENTRO DE ASSISTENCIA MEDICO SOCIAL;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.760477;-54.480586;Hospital;SALA 05;98940-000;AV URUGUAI, 2110 - CENTRO;;ATIVO
2921;4307609;430760;463;Metropolitana;7;REGIÃO 07 - VALE DOS SINOS;01ª CRS;Estância Velha;2707632;HOSPITAL MUNICIPAL GETULIO VARGAS  EST VELHA;;INSTITUTO DE SAUDE E EDUCACAO VIDA;5;HOSPITAL GERAL;ADMINISTRAÇÃO PÚBLICA;DUPLA;-29.648523;-51.174964;Hospital; ;93600-000;R ADOLFO MATTES, 236 - CENTRO;;ATIVO
2928;4317905;431790;470;Missioneira;14;REGIÃO 14 - FRONTEIRA NOROESTE;14ª CRS;Santo Cristo;2250829;HOSPITAL DE CARIDADE DE SANTO CRISTO;;HOSPITAL DE CARIDADE DE SANTO CRISTO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.823102;-54.66591;Hospital;CASA;98960-000;RUA AMANDAU, 157 - CENTRO;;ATIVO
2933;4319307;431930;470;Missioneira;14;REGIÃO 14 - FRONTEIRA NOROESTE;14ª CRS;São Paulo das Missões;2250713;HOSPITAL DE CARIDADE SAO PAULO SAO PAULO DAS MISSOES;;ASSOCIACAO FRANCISCANA DE ASSISTENCIA A SAUDE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;DUPLA;-28.021473;-54.934776;Hospital;PREDIO;97980-000;RUA INDEPENDENCIA, 265 - CENTRO;;ATIVO
2967;4306502;430650;465;Metropolitana;9;REGIÃO 09 - CARBONÍFERA/COSTA DOCE;01ª CRS;Dom Feliciano;6953689;ASDOMF;;ASSOCIACAO DE SAUDE DE DOM FELICIANO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-30.70572123;-52.10853583;Hospital; ;96190-000;AV BORGES DE MEDEIRO, 648 - CENTRO;;ATIVO
2971;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;4382056;HOSPITAL DA PLASTICA POA;;DASOS HOSPITAIS E CLINICAS S A;62;HOSPITAL/DIA - ISOLADO;ENTIDADES EMPRESARIAIS;MUNICIPAL;-30.0180148;-51.2031805;Hospital;SALA 01;90560-001;AVENIDA CRISTOVAO COLOMBO, 1800 - FLORESTA;;ATIVO
3008;4317608;431760;461;Metropolitana;5;REGIÃO 05 - BONS VENTOS;18ª CRS;Santo Antônio da Patrulha;6389104;HOSPITAL SANTO ANTONIO DA PATRULHA;;MUNICIPIO DE SANTO ANTONIO DA PATRULHA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.81541;-50.515672;Hospital; ;95500-000;RUA MARECHAL FLORIANO PEIXOTO, 732 - CIDADE ALTA;;ATIVO
3011;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;7349165;CENTRO DE OLHOS HOSPITAL DIA;;HOSPITAL CENTRO DE OLHOS LTDA;62;HOSPITAL/DIA - ISOLADO;ENTIDADES EMPRESARIAIS;MUNICIPAL;-30.0390901;-51.1731478;Hospital;;91310-000;AV PROTASIO ALVES, 3811 - PETROPOLIS;;ATIVO
3017;4307906;430790;482;Serra;26;REGIÃO 26 - UVA VALE;05ª CRS;Farroupilha;2240335;HOSPITAL SAO CARLOS;;HOSPITAL BENEFICENTE SAO CARLOS;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.226812;-51.34927;Hospital; ;95180-000;RUA DA REPUBLICA, 51 - CENTRO;10.0;ATIVO
3041;4321956;432195;476;Norte;20;REGIÃO 20 - ROTA DA PRODUÇÃO;15ª CRS;Trindade do Sul;2235366;SOCIEDADE CULTURAL E BENEFICENTE SANTA ROSA DE LIMA;;ASPIAZU FILHAS CIA LTDA;5;HOSPITAL GERAL;ENTIDADES EMPRESARIAIS;DUPLA;-27.521798;-52.88745;Hospital;CASA;99615-000;RUA CABIUNA, 82 - CENTRO;;ATIVO
3042;4306452;430645;485;Vales;29;REGIÃO 29 - VALES E MONTANHAS;16ª CRS;Dois Lajeados;2241013;HOSPITAL DE CARIDADE SAO ROQUE DOIS LAJEADOS;;HOSPITAL DE CARIDADE SAO ROQUE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-28.985805;-51.836371;Hospital; ;99220-000;RUA JOAO RIBEIRO, 10 - CENTRO;;ATIVO
3069;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;7989954;HOSPITAL GERAL DE PORTO ALEGRE;;HOSPITAL MILITAR DE AREA DE PORTO ALEGRE;5;HOSPITAL GERAL;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.018552;-51.194128;Hospital; ;90440-190;AV MARILAND, 450 - AUXILIADORA;;ATIVO
3072;4314100;431410;473;Norte;17;REGIÃO 17 - PLANALTO;06ª CRS;Passo Fundo;4802802;HORGS;;HOSPITAL DE OLHOS DO RIO GRANDE DO SUL LTDA;7;HOSPITAL ESPECIALIZADO;ENTIDADES EMPRESARIAIS;MUNICIPAL;-28.2596102;-52.4138534;Hospital;;99010080;RUA TEIXEIRA SOARES, 780 - CENTRO;;ATIVO
3083;4320909;432090;474;Norte;18;REGIÃO 18 - ARAUCÁRIAS;06ª CRS;Tapejara;2246740;HOSPITAL SANTO ANTONIO TAPEJARA;;HOSPITAL SANTO ANTONIO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-28.066843;-52.014492;Hospital; ;99950-000;RUA TRANQUILO BASSO, 270 - CENTRO;;ATIVO
3086;4320008;432000;464;Metropolitana;8;REGIÃO 08 - VALE DO CAÍ E METROPOLITANA;01ª CRS;Sapucaia do Sul;2232162;HOSPITAL MUNICIPAL GETULIO VARGAS SAPUCAIA DO SUL;;FUNDACAO HOSPITAL MUNICIPAL GETULIO VARGAS;5;HOSPITAL GERAL;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.823462;-51.165855;Hospital; ;93210-180;RUA PINHEIRO MACHADO, 331 - DIEHL;13.0;ATIVO
3142;4304606;430460;464;Metropolitana;8;REGIÃO 08 - VALE DO CAÍ E METROPOLITANA;01ª CRS;Canoas;2232111;CLINICA SANTA THECLA;5130752217;CLINICA SANTA THECLA SOCIEDADE SIMPLES LTDA;7;HOSPITAL ESPECIALIZADO;ENTIDADES EMPRESARIAIS;MUNICIPAL;-29.903832;-51.174991;Hospital;;92410-392;AVENIDA BOQUEIRAO, 320 - IGARA;;ATIVO
3204;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;2265060;HOSPITAL CRISTO REDENTOR SA;;HOSPITAL CRISTO REDENTOR SA;7;HOSPITAL ESPECIALIZADO;ENTIDADES EMPRESARIAIS;MUNICIPAL;-30.010014;-51.159402;Hospital; ;91040-000;RUA DOMINGOS RUBBO, 20 - CRISTO REDENTOR;47.0;ATIVO
3214;4316907;431690;457;Centro-Oeste;1;REGIÃO 01 - VERDES CAMPOS;04ª CRS;Santa Maria;7093322;ZAMI DIAGNOSTICOS;;CANS DIAGNOSTICOS LTDA;5;HOSPITAL GERAL;ENTIDADES EMPRESARIAIS;MUNICIPAL;-29.6944441;-53.7778016;Hospital;SALA 1;97095-465;AV JOAO LUIZ POZZOBOM, 1024 - KM03;;ATIVO
3219;4322608;432260;484;Vales;28;REGIÃO 28 - VINTE E OITO;13ª CRS;Venâncio Aires;4479823;HOSPITAL SAO SEBASTIAO MARTIR FILIAL 01;;HOSPITAL SAO SEBASTIAO MARTIR;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.6127379;-52.1805092;Hospital;;95800000;RUA VOLUNTARIOS DA PATRIA, 2500 - CRUZEIRO;;ATIVO
3227;4317400;431740;458;Centro-Oeste;2;REGIÃO 02 - ENTRE RIOS;04ª CRS;Santiago;2244357;HOSPITAL DE CARIDADE DE SANTIAGO;;HOSPITAL DE CARIDADE DE SANTIAGO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.197638;-54.866164;Hospital; ;97700-000;RUA SETE DE SETEMBRO, 570 - CENTRO;10.0;ATIVO
3239;4304705;430470;473;Norte;17;REGIÃO 17 - PLANALTO;06ª CRS;Carazinho;2262274;HOSPITAL COMUNITARIO DE CARAZINHO;;HOSPITAL DE CARIDADE DE CARAZINHO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-28.284364;-52.795519;Hospital; ;99500-000;RUA GENERAL CAMARA, 70 - CENTRO;7.0;ATIVO
3243;4304606;430460;464;Metropolitana;8;REGIÃO 08 - VALE DO CAÍ E METROPOLITANA;01ª CRS;Canoas;211419;HOSPITAL DE AERONAUTICA DE CANOAS;;COMANDO DA AERONAUTICA;5;HOSPITAL GERAL;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.9590904;-51.1768096;Hospital;A N 100;92320010;AVENIDA GUILHERME SCHELL, 950 - FATIMA;;ATIVO
3247;4321105;432110;465;Metropolitana;9;REGIÃO 09 - CARBONÍFERA/COSTA DOCE;01ª CRS;Tapes;2257572;HOSPITAL NOSSA SENHORA DO CARMO;;ASSOCIACAO HOSPITALAR VILA NOVA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;DUPLA;-30.6725242;-51.3990163;Hospital;;96760000;RUA EDMUNDO DREHER, 368 - CENTRO;;ATIVO
3248;4321808;432180;470;Missioneira;14;REGIÃO 14 - FRONTEIRA NOROESTE;14ª CRS;Três de Maio;2250837;HOSPITAL SAO VICENTE DE PAULO TRES DE MAIO;;ASSOCIACAO DE LITERATURA E BENEFICENCIA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.780406;-54.236851;Hospital;PREDIO;98910-000;RUA OSVALDO CRUZ, 381 - CENTRO;6.0;ATIVO
3278;4305207;430520;467;Missioneira;11;REGIÃO 11 - SETE POVOS DAS MISSÕES;12ª CRS;Cerro Largo;2259869;HOSPITAL POLICLINICA SANTO INACIO;;ASSOCIACAO HOSPITALAR DE CARIDADE SERRO AZUL;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-28.153794;-54.737256;Hospital; ;97900-000;RUA SETE DE SETEMBRO, 743 - CENTRO;;ATIVO
3286;4305108;430510;479;Serra;23;REGIÃO 23 - CAXIAS E HORTÊNSIAS;05ª CRS;Caxias do Sul;2223538;HOSPITAL GERAL;;FUNDACAO UNIVERSIDADE DE CAXIAS DO SUL;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.161092;-51.156235;Hospital; ;95070-561;RUA PROFESSOR ANTONIO VIGNOLLI, 255 - PETROPOLIS;10.0;ATIVO
3316;4302451;430245;485;Vales;29;REGIÃO 29 - VALES E MONTANHAS;16ª CRS;Boqueirão do Leão;2252058;HOSP DR ANUAR ELIAS AESSE BOQUEIRAO DO LEAO;;ASSOCIACAO BENEF HOSP SAO RAFAEL ARCANJO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.299498;-52.424009;Hospital; ;95920-000;TRAVESSA EUGENIO FRANCIOSI, 940 - CENTRO;;ATIVO
3321;4304408;430440;479;Serra;23;REGIÃO 23 - CAXIAS E HORTÊNSIAS;05ª CRS;Canela;2235609;HOSPITAL DE CANELA;;HOSPITAL DE CARIDADE DE CANELA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.360876;-50.808367;Hospital; ;95680-000;AVENIDA VISCONDE DE MAUA, 143 - CENTRO;;ATIVO
3322;4310207;431020;469;Missioneira;13;REGIÃO 13 - DIVERSIDADE;17ª CRS;Ijuí;3506959;HOSPITAL UNIMED IJUI;;UNIMED NOROESTE RS SOCIEDADE COOP DE ASSIS A SAUDE LTDA;5;HOSPITAL GERAL;ENTIDADES EMPRESARIAIS;ESTADUAL;-28.395961;-53.900382;Hospital; ;98700-000;RUA PEDRO HAMMARSTRON, 287 - HAMMRSTRON;6.0;ATIVO
3323;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;5281970;CLINICA GRAMADO;;CLINICA GRAMADO SOCIEDADE SIMPLES LTDA;7;HOSPITAL ESPECIALIZADO;ENTIDADES EMPRESARIAIS;MUNICIPAL;-30.0567536;-51.2134146;Hospital;;90880460;AVENIDA FLORIANOPOLIS, 421 - AZENHA;;ATIVO
3332;4315354;431535;468;Missioneira;12;REGIÃO 12 - PORTAL DAS MISSÕES;09ª CRS;Quinze de Novembro;2263831;ASSOCIACAO HOSPITALAR 15 DE NOVEMBRO;;ASSOCIACAO HOSPITALAR 15 DE NOVEMBRO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-28.740791;-53.091441;Hospital; ;98230-000;RUA EDMUNDO PRANTE, 524 - CENTRO;;ATIVO
3340;4306908;430690;483;Vales;27;REGIÃO 27 - JACUÍ CENTRO;08ª CRS;Encruzilhada do Sul;2234432;HOSPITAL SANTA BARBARA;;CONG IRMAS SERVAS IMACULADA CONC VIRGEM MARIA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-30.540976;-52.523658;Hospital; ;96610-000;RUA CORONEL HONORIO CARVALHO, 878 - CENTRO;;ATIVO
3360;4318705;431870;463;Metropolitana;7;REGIÃO 07 - VALE DOS SINOS;01ª CRS;São Leopoldo;2232022;HOSPITAL CENTENARIO;;FUNDACAO HOSPITAL CENTENARIO;5;HOSPITAL GERAL;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.776341;-51.148704;Hospital; ;93020-080;AV THEODOMIRO PORTO DA FONSECA, 799 - FIAO;10.0;ATIVO
3362;4316204;431620;476;Norte;20;REGIÃO 20 - ROTA DA PRODUÇÃO;15ª CRS;Rondinha;2235447;HOSPITAL PADRE EUGENIO;;SOCIEDADE HOSPITALAR BENEFICENTE PE EUGENIO MEDICHESCHI;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.825389;-52.913507;Hospital; ;99590-000;ESTRADA GERAL CACHOEIRA BRANCA KM 01, 174 - CENTRO;;ATIVO
3363;4309209;430920;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Gravataí;2232049;HOSPITAL DOM JOAO BECKER;;SOCIEDADE EDUCACAO E CARIDADE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.94057;-50.994036;Hospital; ;94010-001;AV DR JOSE LOUREIRO DA SILVA, 1561 - CENTRO;10.0;ATIVO
3402;4306007;430600;469;Missioneira;13;REGIÃO 13 - DIVERSIDADE;17ª CRS;Crissiumal;2708000;HOSPITAL DE CARIDADE DE CRISSIUMAL;;HOSPITAL DE CARIDADE DE CRISSIUMAL;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.495573;-54.098868;Hospital; ;98640-000;RUA REDENTORA, 81 - CENTRO;;ATIVO
3403;4307104;430710;477;Sul;21;REGIÃO 21 - SUL;03ª CRS;Herval;2233436;HOSPITAL NOSSA SENHORA DA GLORIA;;LIGA DE ASSISTENCIA SOCIAL HOSPITAL NOSSA SENHORA DA GLORIA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-32.029879;-53.392129;Hospital; ;96310-000;AVENIDA GETULIO VARGAS, 427 - CENTRO;;ATIVO
3412;4319000;431900;482;Serra;26;REGIÃO 26 - UVA VALE;05ª CRS;São Marcos;2241226;HOSPITAL BENEFICENTE SAO JOAO BOSCO;;HOSPITAL BENEFICENTE SAO JOAO BOSCO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-28.971553;-51.068305;Hospital; ;95190-000;R OSVALDO ARANHA, 978 - CENTRO;;ATIVO
3426;4306205;430620;485;Vales;29;REGIÃO 29 - VALES E MONTANHAS;16ª CRS;Cruzeiro do Sul;2252074;HOSPITAL SAO GABRIEL ARCANJO;;SOCIEDADE HOSPITALAR SAO GABRIEL ARCANJO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.513368;-51.985689;Hospital; ;95930-000;RUA GENERAL NETO, 192 - CENTRO;;ATIVO
3442;4320206;432020;471;Norte;15;REGIÃO 15 - CAMINHO DAS ÁGUAS;02ª CRS;Seberi;2228610;HOSPITAL PIO XII SEBERI;;FUNDACAO HOSPITALAR PIO XII;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.478821;-53.405516;Hospital;PREDIO;98380-000;TRAVESSA ROBERTO SCHIMIDT, 73 - CENTRO;;ATIVO
3445;4304606;430460;464;Metropolitana;8;REGIÃO 08 - VALE DO CAÍ E METROPOLITANA;01ª CRS;Canoas;2232014;HOSPITAL NOSSA SRA DAS GRACAS CANOAS;;ASSOCIACAO BENEFICENTE DE CANOAS;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.927175;-51.161345;Hospital; ;92010-000;RUA SANTOS FERREIRA, 1864 - MARECHAL RONDON;;ATIVO
3446;4318804;431880;477;Sul;21;REGIÃO 21 - SUL;03ª CRS;São Lourenço do Sul;2233371;HOSPITAL DA RESERVA;;ASSOCIACAO BENEFICIENTE SAO JOAO DA RESERVA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-31.295598;-52.151385;Hospital;6 DISTRITO;96170-000;SAO JOAO DA RESERVA, 1 - DISTRITO;;ATIVO
3449;4306106;430610;468;Missioneira;12;REGIÃO 12 - PORTAL DAS MISSÕES;09ª CRS;Cruz Alta;2263858;HOSPITAL DE CARIDADE SAO VICENTE DE PAULO;;ASSOCIACAO DAS DAMAS DE CARIDADE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-28.632214;-53.606991;Hospital; ;98005-970;RUA VENANCIO AIRES, 163 - CENTRO;;ATIVO
3453;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;3269469;CLINICA LAVINSKY;;CLINICA LAVINSKY OTORRINOLARINGOLOGIA LTDA;62;HOSPITAL/DIA - ISOLADO;ENTIDADES EMPRESARIAIS;MUNICIPAL;-30.0240476;-51.1982993;Hospital;;90440051;RUA QUINTINO BOCAIUVA, 673 - MOINHOS DE VENTO;;ATIVO
3454;4305801;430580;476;Norte;20;REGIÃO 20 - ROTA DA PRODUÇÃO;15ª CRS;Constantina;3378691;HOSPITAL DA COMUNIDADE AHCROS CONSTANTINA;;ASSOCIACAO HOSPITALAR COMUNITARIA REGIONAL DE SAUDE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.735845;-52.990757;Hospital;CASA;99680-000;RUA NEREU RAMOS, 1005 - CENTRO;;ATIVO
3484;4322400;432240;459;Centro-Oeste;3;REGIÃO 03 - FRONTEIRA OESTE;10ª CRS;Uruguaiana;2248190;HOSPITAL GERAL SANTA CASA DE URUGUAIANA;;SANTA CASA DE CARIDADE DE URUGUAIANA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.772952;-57.083776;Hospital; ;97502-765;DOMINGOS DE ALMEIDA, 3801 - SAO MIGUEL;16.0;ATIVO
3493;4319604;431960;457;Centro-Oeste;1;REGIÃO 01 - VERDES CAMPOS;04ª CRS;São Sepé;2244322;HOSPITAL SANTO ANTONIO SAO SEPE;;ASSOCIACAO BENEFICENTE HOSPITAL SANTO ANTONIO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-30.170026;-53.563671;Hospital; ;97340-000;RUA CEL CHANANECO, 600 - CENTRO;;ATIVO
3495;4316709;431670;468;Missioneira;12;REGIÃO 12 - PORTAL DAS MISSÕES;09ª CRS;Santa Bárbara do Sul;2263890;HOSPITAL SANTA BARBARA BENEFICENTE;;HOSPITAL SANTA BARBARA BENEFICENTE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-28.363275;-53.260322;Hospital; ;98240-000;RUA DON CONRADO, 764 - CENTRO;;ATIVO
3503;4308201;430820;482;Serra;26;REGIÃO 26 - UVA VALE;05ª CRS;Flores da Cunha;2241145;HOSPITAL FATIMA;;SOCIEDADE BENEFICENTE HOSPITALAR NOSSA SENHORA DE FATIMA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.028428;-51.177822;Hospital; ;95270-000;RUA ERNESTO ALVES, 1980 - CENTRO;;ATIVO
3506;4321709;432170;462;Metropolitana;6;REGIÃO 06 - VALE DO PARANHANA E COSTA SERRA;01ª CRS;Três Coroas;2257467;HOSPITAL DR OSWALDO DIESEL;;FUNDACAO HOSPITALAR DR OSWALDO DIESEL;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.5179;-50.778481;Hospital; ;95660-000;RUA 12 DE MAIO, 555 - CENTRO;;ATIVO
3517;4303301;430330;467;Missioneira;11;REGIÃO 11 - SETE POVOS DAS MISSÕES;12ª CRS;Caibaté;2259850;HOSPITAL ROQUE GONZALES CAIBATE;;ASSOCIACAO HOSPITALAR ROQUE GONZALES;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-28.290859;-54.63573;Hospital; ;97930-000;AVN SANTA LUCIA, 1479 - CENTRO;;ATIVO
3521;4322905;432290;472;Norte;16;REGIÃO 16 - ALTO URUGUAI GAÚCHO;11ª CRS;Viadutos;2249537;HOSPITAL N S DA POMPEIA VIADUTOS;;SOCIEDADE HOSPITALAR N SENHORA DA POMPEIA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.569162;-52.019328;Hospital; ;99820-000;R ANGELO ALEGRETI, 108 - CENTRO;;ATIVO
3523;4319406;431940;457;Centro-Oeste;1;REGIÃO 01 - VERDES CAMPOS;04ª CRS;São Pedro do Sul;2244314;HOSPITAL MUNICIPAL DE SAO PEDRO DO SUL;;PREFEITURA MUNICIPAL DE SAO PEDRO DO SUL;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.613579;-54.185453;Hospital; ;97400-000;RUA DORVAL LAMPERT, 980 - CENTRO;;ATIVO
3535;4319158;431915;467;Missioneira;11;REGIÃO 11 - SETE POVOS DAS MISSÕES;12ª CRS;São Miguel das Missões;2259877;HOSPITAL SAO MIGUEL ARCANJO;;ASSOCIACAO HOSPITALAR DE CARIDADE BENEFICENTE SAO MIGUEL;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-28.54649;-54.550002;Hospital; ;98865-000;RUA SANTO ANGELO, 519 - CENTRO;;ATIVO
