;GmlId;objectid;cd_snisb;nm_barragem;nm_secundario;uso_principal;uf;municipio;risco;dano_potencial;nm_empreendedor;tp_empreendedor;org_fiscalizador;cd_bar_fiscalizador;regulada_pnsb;nm_autorizacao;pae;psb;rev_periodica;dt_ult_fiscalizacao;barragem_autuada;altura_fundacao_m;altura_terreno_m;capacidade_hm3;comp_coroamento_m;tp_material;uso_complementar;cd_curso_agua_barrado;nm_curso_agua;regiao_hidrografica;unidade_gestao;dt_ult_inspecao;tp_ult_inspecao;nv_perigo_global;possui_eclusa;fase_vida;latitude;longitude;completude_dados;barragem_outorgada;empreendedor_identificado;info_altura;maior_altura;faixa_altura;info_volume;fx_volume;info_altura_volume;classificada_cri;classificada_dpa;inspecao;fiscalização;mais_preocupa;n;sequencia;cd_ibge;nome_mun;corede;regiao_func;Shape
177;Cadastro_SNISB_20230720.178;178;6059.0;*83210500061;;Irrigação;RS;DOM PEDRITO;Não Classificado;Alto;Secretaria de Obras Públicas, Irrigação e Desenvolvimento Urbano;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;591/2011;Sim;591/2011;;Não;Não;;Não;;0.0;116.64;0.0;Terra;;82694.0;Arroio Taquarembó;Região Hidrográfica do URUGUAI;Santa Maria;;;;;;-30.80041;-54.59768;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Grande;Não;Não;Sim;Não;Não;Não;1;397.0;4306601;Dom Pedrito;Campanha;6;POINT (-54.59768000 -30.80041000)
178;Cadastro_SNISB_20230720.179;179;6061.0;*148000000000;;Irrigação;RS;SÃO GABRIEL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0360/12;Sim;0360/12;;Não;Não;;Não;;0.0;0.228;0.0;Terra;;82691842.0;SEM NOME;Região Hidrográfica do URUGUAI;Santa Maria;;;;;;-30.57956;-54.59515;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;398.0;4318309;São Gabriel;Fronteira Oeste;6;POINT (-54.59515000 -30.57956000)
179;Cadastro_SNISB_20230720.180;180;6062.0;*6080567141;;Irrigação;RS;SÃO GABRIEL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1098/2015;Sim;1098/2015;;Não;Não;;Não;;0.0;0.682;0.0;Terra;;826748.0;Sanga dos Afogados;Região Hidrográfica do URUGUAI;Santa Maria;;;;;;-30.37472;-54.59472;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;399.0;4318309;São Gabriel;Fronteira Oeste;6;POINT (-54.59472000 -30.37472000)
180;Cadastro_SNISB_20230720.181;181;6070.0;*85490567095;;Irrigação;RS;MATA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0552/2015;Sim;0552/2015;;Não;Não;;Não;;0.0;0.143;0.0;Terra;;826632.0;SEM NOME;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.59972;-54.53389;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;401.0;4312104;Mata;Vale do Jaguarí;8;POINT (-54.53389000 -29.59972000)
191;Cadastro_SNISB_20230720.192;192;5674.0;*5720500053;;Irrigação;RS;ALEGRETE;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0239/2012;Sim;0239/2012;;Não;Não;;Não;;0.0;1.01;0.0;Terra;;826154.0;SEM NOME;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.4525;-56.08889;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 1 e 3 hm³;Não;Não;Sim;Não;Não;Não;1;412.0;4300406;Alegrete;Fronteira Oeste;6;POINT (-56.08889000 -29.45250000)
192;Cadastro_SNISB_20230720.193;193;5678.0;*134000000000;;Irrigação;RS;ALEGRETE;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0320/2009;Sim;0320/2009;;Não;Não;;Não;;0.0;1.677;0.0;Terra;;826172.0;SEM NOME;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.41222;-56.08194;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 1 e 3 hm³;Não;Não;Sim;Não;Não;Não;1;413.0;4300406;Alegrete;Fronteira Oeste;6;POINT (-56.08194000 -29.41222000)
197;Cadastro_SNISB_20230720.198;198;5683.0;*48990500076;;Irrigação;RS;MAÇAMBARÁ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1084/2009;Sim;1084/2009;;Não;Não;;Não;9,8;0.0;1.8;0.0;Terra;;827142.0;SEM NOME;Região Hidrográfica do URUGUAI;Butuí-Icamaquã;;;;;;-29.02472;-56.06556;mínima;Sim;Sim;Sim;9.8;"7,5 m &lt; h &lt; 15 m";Sim;Pequena entre 1 e 3 hm³;Sim;Não;Sim;Não;Não;Não;1;422.0;4311718;Maçambará;Fronteira Oeste;6;POINT (-56.06556000 -29.02472000)
198;Cadastro_SNISB_20230720.199;199;5684.0;*104000000000;;Irrigação;RS;ALEGRETE;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0091/2010;Sim;0091/2010;;Não;Não;;Não;;0.0;2.785;0.0;Terra;;826222.0;SEM NOME;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.60194;-56.05972;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 1 e 3 hm³;Não;Não;Sim;Não;Não;Não;1;423.0;4300406;Alegrete;Fronteira Oeste;6;POINT (-56.05972000 -29.60194000)
199;Cadastro_SNISB_20230720.200;200;5685.0;*48560567086;;Irrigação;RS;ALEGRETE;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1145/2008;Sim;1145/2008;;Não;Não;;Não;;0.0;1.326;0.0;Terra;;826154.0;SEM NOME;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.46056;-56.05861;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 1 e 3 hm³;Não;Não;Sim;Não;Não;Não;1;424.0;4300406;Alegrete;Fronteira Oeste;6;POINT (-56.05861000 -29.46056000)
201;Cadastro_SNISB_20230720.202;202;6124.0;*3820500067;;Irrigação;RS;SÃO GABRIEL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1063/06;Sim;1063/06;;Não;Não;;Não;19;0.0;22.0;0.0;Terra;;7968.0;Rio Vacacaí;Região Hidrográfica ATLÂNTICO SUL;Vacacaí-Vacacaí Mirim;;;;;;-30.49417;-54.33167;mínima;Sim;Sim;Sim;19.0;"15 m &lt; h &lt; 30 m";Sim;Média;Sim;Não;Sim;Não;Não;Não;1;426.0;4318309;São Gabriel;Fronteira Oeste;6;POINT (-54.33167000 -30.49417000)
209;Cadastro_SNISB_20230720.210;210;5729.0;*95470567070;;Irrigação;RS;ALEGRETE;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0175/2008;Sim;0175/2008;;Não;Não;;Não;;0.0;0.653;0.0;Terra;;82622.0;Arroio Inhanduí;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.95389;-55.97972;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;439.0;4300406;Alegrete;Fronteira Oeste;6;POINT (-55.97972000 -29.95389000)
210;Cadastro_SNISB_20230720.211;211;6142.0;*92160567086;;Irrigação;RS;SÃO PEDRO DO SUL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0089/2009;Sim;0089/2009;;Não;Não;;Não;;0.0;0.009;0.0;Terra;;8266372.0;SEM NOME;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.56306;-54.22889;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;440.0;4319406;São Pedro do Sul;Central;8;POINT (-54.22889000 -29.56306000)
211;Cadastro_SNISB_20230720.212;212;6143.0;*5550567144;;Irrigação;RS;SÃO GABRIEL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1051/2014;Sim;1051/2014;;Não;Não;;Não;;0.0;0.013;0.0;Terra;;7968996.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Vacacaí-Vacacaí Mirim;;;;;;-30.66444;-54.22639;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;441.0;4318309;São Gabriel;Fronteira Oeste;6;POINT (-54.22639000 -30.66444000)
212;Cadastro_SNISB_20230720.213;213;6145.0;*32030567090;;Irrigação;RS;DILERMANDO DE AGUIAR;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0618/09;Sim;0618/09;;Não;Não;;Não;4,3;0.0;0.159;0.0;Terra;;7968884.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Vacacaí-Vacacaí Mirim;;;;;;-29.84306;-54.22361;mínima;Sim;Sim;Sim;4.3;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;442.0;4306379;Dilermando de Aguiar;Central;8;POINT (-54.22361000 -29.84306000)
213;Cadastro_SNISB_20230720.214;214;6146.0;*5550567144;;Irrigação;RS;SÃO GABRIEL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1051/2014;Sim;1051/2014;;Não;Não;;Não;;0.0;0.025;0.0;Terra;;7968998.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Vacacaí-Vacacaí Mirim;;;;;;-30.66083;-54.22222;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;443.0;4318309;São Gabriel;Fronteira Oeste;6;POINT (-54.22222000 -30.66083000)
214;Cadastro_SNISB_20230720.215;215;6151.0;*3820500067;;Irrigação;RS;SANTA MARGARIDA DO SUL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1063/06;Sim;1063/06;;Não;Não;;Não;19,6;0.0;13.0;0.0;Terra;;7968972.0;Arroio das Canas;Região Hidrográfica ATLÂNTICO SUL;Vacacaí-Vacacaí Mirim;;;;;;-30.41667;-54.20028;mínima;Sim;Sim;Sim;19.6;"15 m &lt; h &lt; 30 m";Sim;Média;Sim;Não;Sim;Não;Não;Não;1;444.0;4316972;Santa Margarida do Sul;Fronteira Oeste;6;POINT (-54.20028000 -30.41667000)
219;Cadastro_SNISB_20230720.220;220;5755.0;*7810500075;;Irrigação;RS;SÃO BORJA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0863/2007;Sim;0863/2007;;Não;Não;;Não;3;0.0;0.097;0.0;Terra;;827174.0;Sanga Estiva;Região Hidrográfica do URUGUAI;Butuí-Icamaquã;;;;;;-28.68306;-55.92889;mínima;Sim;Sim;Sim;3.0;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;455.0;4318002;São Borja;Fronteira Oeste;6;POINT (-55.92889000 -28.68306000)
223;Cadastro_SNISB_20230720.224;224;5326.0;*55040500079;;Irrigação;RS;BARRA DO QUARAÍ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1046/07;Sim;1046/07;;Não;Não;;Não;;0.0;0.596;0.0;Terra;;824.0;Rio Quaraí;Região Hidrográfica do URUGUAI;Quaraí;;;;;;-30.23194;-57.44083;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;460.0;4301875;Barra do Quaraí;Fronteira Oeste;6;POINT (-57.44083000 -30.23194000)
225;Cadastro_SNISB_20230720.226;226;5778.0;*40710500148;;Irrigação;RS;SÃO BORJA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;573/2016;Sim;573/2016;;Não;Não;;Não;7;0.0;0.224;0.0;Terra;;827146.0;Arroio Butuí-Mirim;Região Hidrográfica do URUGUAI;Butuí-Icamaquã;;;;;;-28.85583;-55.87333;mínima;Sim;Sim;Sim;7.0;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;463.0;4318002;São Borja;Fronteira Oeste;6;POINT (-55.87333000 -28.85583000)
226;Cadastro_SNISB_20230720.227;227;5790.0;*4090567105;;Irrigação;RS;SÃO BORJA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;908/10;Sim;908/10;;Não;Não;;Não;6,8;0.0;0.595;0.0;Terra;;82718124.0;Banhado da Restinga Seca;Região Hidrográfica do URUGUAI;Butuí-Icamaquã;;;;;;-28.70806;-55.84528;mínima;Sim;Sim;Sim;6.8;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;465.0;4318002;São Borja;Fronteira Oeste;6;POINT (-55.84528000 -28.70806000)
236;Cadastro_SNISB_20230720.237;237;5795.0;*141000000000;;Irrigação;RS;SÃO BORJA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;208/12;Sim;208/12;;Não;Não;;Não;9,2;0.0;1.222;0.0;Terra;;8271912.0;Arroio do Salso;Região Hidrográfica do URUGUAI;Piratinim;;;;;;-28.4875;-55.8225;mínima;Sim;Sim;Sim;9.2;"7,5 m &lt; h &lt; 15 m";Sim;Pequena entre 1 e 3 hm³;Sim;Não;Sim;Não;Não;Não;1;476.0;4318002;São Borja;Fronteira Oeste;6;POINT (-55.82250000 -28.48750000)
238;Cadastro_SNISB_20230720.239;239;5822.0;*48480567080;;Irrigação;RS;ALEGRETE;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1003/2008;Sim;1003/2008;;Não;Não;;Não;;0.0;0.949;0.0;Terra;;826.0;Rio Ibicuí;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.59361;-55.75083;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;480.0;4300406;Alegrete;Fronteira Oeste;6;POINT (-55.75083000 -29.59361000)
239;Cadastro_SNISB_20230720.240;240;5823.0;*108000000000;;Irrigação;RS;SÃO BORJA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;601/2007;Sim;601/2007;;Não;Não;;Não;6;0.0;1.139;0.0;Terra;;8271462.0;Sanga Capiati;Região Hidrográfica do URUGUAI;Butuí-Icamaquã;;;;;;-28.83778;-55.75028;mínima;Sim;Sim;Sim;6.0;"h &lt; 7,5 m";Sim;Pequena entre 1 e 3 hm³;Sim;Não;Sim;Não;Não;Não;1;481.0;4318002;São Borja;Fronteira Oeste;6;POINT (-55.75028000 -28.83778000)
240;Cadastro_SNISB_20230720.241;241;6229.0;*32790500076;;Irrigação;RS;SÃO SEPÉ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0751/07;Sim;0751/07;;Não;Não;;Não;8;0.0;3.171;0.0;Terra;;7968782.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Vacacaí-Vacacaí Mirim;;;;;;-30.08917;-53.79694;mínima;Sim;Sim;Sim;8.0;"7,5 m &lt; h &lt; 15 m";Sim;Pequena entre 3 e 5 hm³;Sim;Não;Sim;Não;Não;Não;1;483.0;4319604;São Sepé;Jacuí Centro;8;POINT (-53.79694000 -30.08917000)
241;Cadastro_SNISB_20230720.242;242;6233.0;*53780567138;;Irrigação;RS;SÃO SEPÉ;Não Classificado;Alto;Agropecuária Frida Lang Ltda;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0919/2014;Sim;0919/2014;;Não;Não;;Não;6,7;0.0;0.207;0.0;Terra;;796878.0;Sanga Grande;Região Hidrográfica ATLÂNTICO SUL;Vacacaí-Vacacaí Mirim;;;;;;-30.11444;-53.78361;média;Sim;Sim;Sim;6.7;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;484.0;4319604;São Sepé;Jacuí Centro;8;POINT (-53.78361000 -30.11444000)
243;Cadastro_SNISB_20230720.244;244;6240.0;*9300500070;;Irrigação;RS;JÚLIO DE CASTILHOS;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1457/2007;Sim;1457/2007;;Não;Não;;Não;9;0.0;0.158;0.0;Terra;;826682.0;Arroio Pessegueiro;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.26944;-53.76333;mínima;Sim;Sim;Sim;9.0;"7,5 m &lt; h &lt; 15 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;486.0;4311205;Júlio de Castilhos;Central;8;POINT (-53.76333000 -29.26944000)
249;Cadastro_SNISB_20230720.250;250;5390.0;*102000000000;;Irrigação;RS;URUGUAIANA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0711/2011;Sim;0711/2011;;Não;Não;;Não;;0.0;1.807;0.0;Terra;;825192.0;Arroio do Salso;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.82556;-57.02333;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 1 e 3 hm³;Não;Não;Sim;Não;Não;Não;1;492.0;4322400;Uruguaiana;Fronteira Oeste;6;POINT (-57.02333000 -29.82556000)
250;Cadastro_SNISB_20230720.251;251;5394.0;*108000000000;;Irrigação;RS;URUGUAIANA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1895/08;Sim;1895/08;;Não;Não;;Não;;0.0;6.407;0.0;Terra;;825186.0;Arroio Ipaptical;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.93028;-56.98889;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Média;Não;Não;Sim;Não;Não;Não;1;493.0;4322400;Uruguaiana;Fronteira Oeste;6;POINT (-56.98889000 -29.93028000)
258;Cadastro_SNISB_20230720.259;259;5403.0;*66680567103;;Irrigação;RS;URUGUAIANA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0460/2012;Sim;0460/2012;;Não;Não;;Não;;0.0;3.362;0.0;Terra;;82518.0;Arroio Ipapitocai;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.88194;-56.95611;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 3 e 5 hm³;Não;Não;Sim;Não;Não;Não;1;502.0;4322400;Uruguaiana;Fronteira Oeste;6;POINT (-56.95611000 -29.88194000)
259;Cadastro_SNISB_20230720.260;260;5858.0;*13220500071;;Irrigação;RS;SÃO BORJA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;602/2007;Sim;602/2007;;Não;Não;;Não;;0.0;0.511;0.0;Sem Informação;;827146.0;Arroio Butuí-Mirim;Região Hidrográfica do URUGUAI;Butuí-Icamaquã;;;;;;-28.95801;-55.58313;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;503.0;4318002;São Borja;Fronteira Oeste;6;POINT (-55.58313000 -28.95801000)
260;Cadastro_SNISB_20230720.261;261;5869.0;*149000000000;;Irrigação;RS;SÃO BORJA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0074/12;Sim;0074/12;;Não;Não;;Não;;0.0;2.991;0.0;Terra;;82718432.0;SEM NOME;Região Hidrográfica do URUGUAI;Butuí-Icamaquã;;;;;;-28.80139;-55.5125;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 1 e 3 hm³;Não;Não;Sim;Não;Não;Não;1;504.0;4318002;São Borja;Fronteira Oeste;6;POINT (-55.51250000 -28.80139000)
261;Cadastro_SNISB_20230720.262;262;5876.0;*97910567096;;Irrigação;RS;ITACURUBI;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1614/09;Sim;1614/09;;Não;Não;;Não;7;0.0;0.034;0.0;Terra;;827186.0;Rio Itacurubi;Região Hidrográfica do URUGUAI;Butuí-Icamaquã;;;;;;-28.76;-55.41833;mínima;Sim;Sim;Sim;7.0;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;505.0;4310553;Itacurubi;Fronteira Oeste;6;POINT (-55.41833000 -28.76000000)
262;Cadastro_SNISB_20230720.263;263;6261.0;*112000000000;;Irrigação;RS;JÚLIO DE CASTILHOS;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1769/06;Sim;1769/06;;Não;Não;;Não;3,5;0.0;0.018;0.0;Terra;;79692.0;Arroio Grande;Região Hidrográfica ATLÂNTICO SUL;Vacacaí-Vacacaí Mirim;;;;;;-29.52;-53.71667;mínima;Sim;Sim;Sim;3.5;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;506.0;4311205;Júlio de Castilhos;Central;8;POINT (-53.71667000 -29.52000000)
271;Cadastro_SNISB_20230720.272;272;6367.0;*37620567103;;Irrigação;RS;CAÇAPAVA DO SUL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0133/11;Sim;0133/11;;Não;Não;;Não;5,1;0.0;0.163;0.0;Terra;;796824.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Vacacaí-Vacacaí Mirim;;;;;;-30.20806;-53.33083;mínima;Sim;Sim;Sim;5.1;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;517.0;4302808;Caçapava do Sul;Campanha;6;POINT (-53.33083000 -30.20806000)
272;Cadastro_SNISB_20230720.273;273;6371.0;*19270500058;;Irrigação;RS;CRUZ ALTA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;436/2005;Sim;436/2005;;Não;Não;;Não;4;0.0;0.071;0.0;Terra;;796982.0;Arroio Bonito;Região Hidrográfica ATLÂNTICO SUL;Alto Jacuí;;;;;;-28.64806;-53.31806;mínima;Sim;Sim;Sim;4.0;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;518.0;4306106;Cruz Alta;Alto Jacuí;8;POINT (-53.31806000 -28.64806000)
274;Cadastro_SNISB_20230720.275;275;6383.0;*63470500075;;Irrigação;RS;CAÇAPAVA DO SUL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1244/07;Sim;1244/07;;Não;Não;;Não;3;0.0;0.035;0.0;Terra;;7967818.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Baixo Jacuí;;;;;;-30.35944;-53.21806;mínima;Sim;Sim;Sim;3.0;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;526.0;4302808;Caçapava do Sul;Campanha;6;POINT (-53.21806000 -30.35944000)
275;Cadastro_SNISB_20230720.276;276;6384.0;1244/2007;;Irrigação;RS;CAÇAPAVA DO SUL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;007641-05.00/06-2 1;Sim;1244/07;;Não;Não;;Não;9;0.0;0.18;0.0;Terra;;7967818.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Baixo Jacuí;;;;;;-30.36028;-53.21806;mínima;Sim;Sim;Sim;9.0;"7,5 m &lt; h &lt; 15 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;527.0;4302808;Caçapava do Sul;Campanha;6;POINT (-53.21806000 -30.36028000)
278;Cadastro_SNISB_20230720.279;279;6426.0;*143000000000;;Irrigação;RS;CACHOEIRA DO SUL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0378/11;Sim;0378/11;;Não;Não;;Não;7;0.0;0.177;0.0;Terra;;79676.0;Arroio Pequiri;Região Hidrográfica ATLÂNTICO SUL;Baixo Jacuí;;;;;;-30.27139;-52.81111;mínima;Sim;Sim;Sim;7.0;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;552.0;4303004;Cachoeira do Sul;Jacuí Centro;8;POINT (-52.81111000 -30.27139000)
279;Cadastro_SNISB_20230720.280;280;6437.0;# Egon Rusch;;Irrigação;RS;CANDELÁRIA;Não Classificado;Alto;Egon Rusch;Pessoa Física;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;;Sim;0238/11;;Não;Não;;Não;;0.0;0.031;189.02;Sem Informação;;79674.0;Rio Pardo;Região Hidrográfica ATLÂNTICO SUL;Pardo;;;;;;-29.67333;-52.73222;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;553.0;4304200;Candelária;Vale do Rio Pardo;2;POINT (-52.73222000 -29.67333000)
280;Cadastro_SNISB_20230720.281;281;6454.0;*63270500071;;Irrigação;RS;CAPÃO DO LEÃO;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;757/2008;Sim;757/2008;;Não;Não;;Não;4,8;0.0;3.82;0.0;Terra;;79818.0;Arroio do Pavão;Região Hidrográfica ATLÂNTICO SUL;Mirim São Gonçalo;;;;;;-31.8825;-52.58694;mínima;Sim;Sim;Sim;4.8;"h &lt; 7,5 m";Sim;Pequena entre 3 e 5 hm³;Sim;Não;Sim;Não;Não;Não;1;559.0;4304663;Capão do Leão;Sul;5;POINT (-52.58694000 -31.88250000)
281;Cadastro_SNISB_20230720.282;282;6458.0;*2780500055;;Irrigação;RS;CAPÃO DO LEÃO;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0883/05;Sim;0883/05;;Não;Não;;Não;;0.0;5.312;0.0;Terra;;79818.0;Arroio do Pavão;Região Hidrográfica ATLÂNTICO SUL;Mirim São Gonçalo;;;;;;-31.90111;-52.54418;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Média;Não;Não;Sim;Não;Não;Não;1;560.0;4304663;Capão do Leão;Sul;5;POINT (-52.54418000 -31.90111000)
